EXP;GIRL;AGE;TIREDNESS;SLEEP;HEIGHT;WEIGHT;DEP1;DEP2;DEP3;DEP4;IG;IGPHOTOS1;IGPHOTOS2;INTER1;INTER2;INTER3;INTER4;INTER5;APP1;APP2;APP3;APP4;APP5;APP6;APP7;APP8;APP9;APP10;SELF1;SELF2;SELF3;SELF4;SELF5;SCHEM1;SCHEM2;SCHEM3;SCHEM4;SCHEM5;SCHEM6;SCHEM7;SCHEM8;SCHEM9;SHCEM10;MEMORY1;MEMORY2;BD1;BD2;BD3;BD4;BD5;BD6;BD7;BD8;BD9;ATT1;ATT2;COM1;COM2;BMI
0;1;14;3;4;165;45;3;3;3;3;1;1;1;4;4;4;4;4;4;3;4;4;4;4;4;4;4;3;3;3;3;3;3;4;5;5;4;4;4;4;5;4;4;2;2;3;3;2;2;2;2;2;2;2;3;2;3;3;16,5289256198347
1;1;16;5;5;164;45;5;5;5;5;3;2;3;2;4;1;3;2;5;3;4;4;5;5;4;3;2;5;2;2;4;2;2;2;1;2;3;2;1;1;3;2;1;2;2;1;1;2;5;4;1;2;1;5;2;3;2;3;16,7311124330756
0;0;16;2;3;175;68;3;1;2;2;4;4;3;4;3;4;4;5;4;5;3;4;4;5;5;4;3;3;2;3;4;3;3;3;3;3;3;5;4;2;4;2;3;1;2;3;4;3;3;2;4;3;2;4;4;2;3;3;22,2040816326531
1;1;15;4;3;163;53;5;5;4;4;5;3;5;4;4;4;4;3;4;4;3;4;2;4;4;99;4;5;3;2;3;2;3;4;5;4;5;5;4;4;4;5;4;2;2;3;2;2;2;4;3;2;1;2;2;1;3;4;19,9480597689036
1;0;14;2;2;150;45;2;1;1;2;4;3;4;2;2;2;3;2;2;2;3;3;3;3;2;3;3;4;2;2;2;2;2;3;3;3;3;4;3;2;3;2;3;2;2;2;2;3;3;3;3;3;3;3;2;1;4;4;20
0;1;17;3;3;169;54;3;2;1;3;5;2;5;1;4;2;1;2;3;5;99;4;4;5;99;99;4;2;2;2;2;2;2;3;2;2;1;4;1;1;2;2;1;2;2;1;1;2;2;5;1;2;1;2;3;2;3;3;18,9069010188719
1;1;13;1;3;157;37;2;1;1;1;4;2;4;3;1;3;3;3;5;5;5;4;5;5;5;99;5;5;4;4;4;4;4;2;3;3;5;4;3;3;2;1;3;2;2;1;1;1;1;1;1;1;1;1;3;3;2;4;15,0107509432431
1;1;17;1;3;150;48;2;1;2;3;4;2;4;4;4;4;4;2;5;5;5;5;5;5;5;3;5;3;4;4;3;3;4;4;4;2;4;4;2;2;4;3;2;2;2;2;4;1;2;2;4;4;1;2;3;2;4;3;21,3333333333333
0;1;14;3;4;170;56;3;1;4;3;4;2;4;5;4;5;5;4;5;3;4;3;4;3;99;99;3;3;3;2;3;3;4;4;5;5;4;4;4;4;2;5;99;2;2;4;2;4;4;2;3;2;2;2;3;2;3;2;19,3771626297578
0;0;14;3;1;175;67;2;2;3;2;5;5;4;4;3;2;2;2;2;4;4;3;2;3;3;3;4;3;2;3;3;3;3;3;4;5;3;4;4;4;2;3;3;2;2;3;3;2;3;2;3;3;2;2;3;2;3;4;21,8775510204082
1;1;17;5;2;170;58;4;4;4;4;5;3;5;5;4;5;2;4;5;4;5;4;2;5;5;2;4;3;2;2;3;3;3;5;5;5;5;3;5;3;5;2;5;2;2;4;5;2;3;4;2;4;1;2;2;3;3;4;20,0692041522491
1;1;18;4;2;163;68;5;5;4;5;5;2;3;1;4;5;3;2;4;2;3;2;2;3;2;2;3;2;2;2;2;3;2;2;2;3;4;1;3;2;2;4;4;2;2;4;5;3;3;3;4;4;3;4;2;1;3;3;25,5937370619895
1;0;13;3;2;152;52;2;2;2;2;2;2;2;1;1;1;1;2;4;5;4;4;4;4;4;4;5;4;3;3;3;3;3;1;1;2;4;1;4;1;1;1;5;2;2;1;1;1;5;2;1;2;1;5;2;1;2;4;22,5069252077562
1;1;15;3;4;168;45;3;1;3;2;4;3;3;2;3;2;2;2;3;3;4;3;2;3;3;3;3;2;2;2;2;2;2;4;3;3;2;3;2;2;2;4;1;2;2;1;1;3;5;3;1;5;1;5;2;2;2;2;15,9438775510204
1;1;15;3;2;167;45,6;3;1;2;2;5;2;4;2;5;2;4;2;3;3;2;2;4;3;1;1;4;1;2;1;1;2;1;3;2;2;2;4;4;2;4;4;3;2;2;3;2;4;3;5;3;4;1;4;4;2;3;4;16,3505324679981
0;0;17;2;1;197;85;3;2;4;3;5;3;5;2;5;3;5;2;5;4;5;4;5;5;5;3;4;5;4;4;4;4;4;3;4;1;4;4;2;2;1;5;3;2;2;1;3;2;1;1;3;1;1;2;3;2;4;3;21,9021361024505
1;0;14;4;2;183;58;3;2;3;3;2;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;1;2;3;17,3191197109499
0;1;18;3;2;167;65;4;2;5;4;1;1;1;1;3;3;2;2;4;4;4;4;4;4;4;3;4;5;3;3;3;3;3;4;2;4;5;4;4;4;3;2;3;2;2;2;2;2;1;2;2;2;2;2;1;2;3;2;23,3066800530675
0;1;14;3;3;155;52;2;1;2;2;4;3;4;5;5;4;4;5;3;4;4;4;3;4;3;3;4;4;3;3;3;3;3;4;4;4;4;4;3;4;3;4;3;2;2;3;4;3;2;3;3;3;3;2;3;2;3;3;21,6441207075963
1;1;17;3;4;158;66;5;5;5;5;5;2;5;5;5;5;5;4;4;3;4;3;4;3;4;2;3;2;2;2;2;3;3;5;4;4;5;4;3;3;5;5;4;2;2;4;5;3;4;4;2;4;1;2;3;2;4;4;26,4380708219837
1;0;14;3;3;165;50;3;1;3;2;5;2;4;4;5;3;4;4;4;4;5;4;3;4;4;4;4;4;3;3;3;3;4;3;3;4;3;3;3;3;3;3;3;2;2;5;3;3;4;2;2;2;2;2;3;1;2;3;18,3654729109275
1;0;15;3;4;172;57;2;1;3;1;2;2;3;1;1;1;3;1;5;5;3;4;5;5;5;2;5;99;4;3;4;2;4;2;1;1;4;1;2;2;1;1;1;2;2;3;2;1;2;99;99;5;1;99;2;2;2;1;19,2671714440238
1;1;18;5;5;183;62;3;3;3;3;5;2;5;1;3;3;3;1;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;4;2;2;2;3;3;2;2;2;1;4;3;3;5;2;4;2;4;3;2;2;4;18,5135417599809
1;1;18;3;1;161;45;3;2;3;2;5;2;4;2;2;3;2;2;5;4;4;4;3;5;4;5;4;4;3;3;3;3;3;4;4;3;4;2;5;2;4;4;3;2;2;2;3;2;2;3;2;2;2;2;3;3;2;4;17,3604413409976
0;1;13;2;5;173;49;4;3;5;1;2;2;3;2;4;3;2;1;5;4;3;4;3;4;2;3;3;2;2;2;2;3;3;2;2;1;4;1;3;1;1;2;4;2;2;2;1;3;4;4;4;5;1;4;2;2;3;2;16,3720805907314
1;0;18;3;2;180;63;2;1;2;2;5;2;5;2;2;2;2;2;3;3;2;4;3;4;3;3;3;2;2;3;2;3;3;3;3;2;3;2;3;3;4;2;3;2;99;5;2;3;2;1;3;3;3;3;3;2;3;4;19,4444444444444
1;0;18;5;5;182;82;4;3;3;3;4;2;4;1;2;4;4;99;3;2;4;3;2;1;2;3;2;4;2;1;4;2;3;3;3;3;3;3;3;3;4;4;3;2;2;3;3;3;3;3;3;3;3;3;1;1;1;2;24,7554643159039
1;0;13;3;3;185;85;1;5;4;5;2;5;4;2;3;2;5;1;3;3;3;4;2;3;2;2;3;2;2;1;3;3;2;4;4;3;2;3;4;5;3;1;3;2;2;4;4;3;3;2;4;4;5;3;1;2;3;2;24,8356464572681
0;0;13;2;1;160;51;3;1;3;2;1;1;1;2;1;4;4;1;5;4;4;4;3;99;5;5;5;5;3;4;4;4;4;1;1;2;4;2;1;1;1;2;2;2;2;4;4;3;2;3;4;2;5;2;1;1;2;99;19,921875
1;1;16;2;4;176;55;4;2;5;3;5;3;5;3;4;4;2;2;5;4;5;5;4;5;5;4;5;5;3;3;4;4;3;3;5;4;4;2;5;4;3;2;2;2;2;2;1;2;2;3;1;2;1;3;4;4;3;3;17,7556818181818
0;1;17;4;3;168;50;4;3;4;3;2;1;2;2;4;99;4;2;5;2;4;4;4;3;3;2;2;2;2;2;2;3;2;4;3;5;5;4;99;4;4;99;3;2;2;2;2;2;2;3;3;2;3;3;3;1;3;2;17,7154195011338
1;0;13;2;2;164;56;2;1;3;3;1;1;1;4;5;5;5;2;5;2;5;3;5;3;4;4;3;2;3;3;4;2;2;4;2;5;4;1;3;3;4;5;5;99;99;4;5;4;4;4;3;4;4;3;3;1;3;4;20,8209399167162
1;1;16;3;3;175;63;3;1;3;3;4;2;4;1;2;1;2;3;5;5;5;5;4;5;5;3;5;4;3;3;3;4;3;2;1;4;4;4;3;2;1;1;3;2;2;1;1;2;2;3;2;2;2;3;4;2;3;4;20,5714285714286
0;0;14;2;3;165;55;2;1;4;3;2;2;2;1;4;1;1;1;5;5;5;5;4;5;5;5;5;3;3;4;2;2;4;3;1;1;3;3;2;1;2;1;3;2;2;1;1;1;5;1;1;1;1;1;1;1;3;3;20,2020202020202
0;1;14;2;1;167;54;2;1;3;3;5;2;5;3;4;5;5;3;4;4;4;4;4;4;5;4;5;4;3;4;4;4;4;4;4;4;4;3;3;3;4;3;5;2;2;2;3;2;5;2;1;3;4;5;2;3;4;1;19,3624726594715
0;0;17;3;2;183;73;3;1;3;2;5;2;5;1;4;3;4;1;5;3;5;4;4;4;5;2;4;4;3;3;4;3;4;3;4;1;5;1;5;3;5;4;4;2;2;1;1;2;3;1;1;2;1;2;2;1;4;99;21,7982023948162
0;0;17;2;1;182;72;1;2;1;1;4;3;4;3;2;3;3;3;4;5;5;5;5;4;4;5;5;99;3;4;4;3;3;3;1;1;5;3;3;1;1;2;3;2;2;1;1;1;3;3;1;5;1;5;2;4;2;99;21,7365052529888
1;1;17;4;4;175;70;4;2;3;3;5;2;4;4;5;5;4;3;2;2;3;2;3;2;2;2;3;2;2;2;2;3;2;2;4;5;5;3;3;4;3;5;2;2;2;5;4;4;5;3;2;5;1;3;3;1;2;4;22,8571428571429
1;1;17;3;3;172;55;3;2;2;3;5;2;5;4;4;4;4;4;4;4;5;4;4;4;4;4;4;4;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;2;2;4;4;2;2;2;4;2;4;2;2;2;2;2;18,5911303407247
0;1;16;2;2;165;70;2;1;2;1;4;2;2;2;3;2;3;2;5;5;5;5;3;5;4;3;5;4;4;4;4;4;4;3;3;3;5;1;5;3;3;3;5;2;99;2;2;2;2;2;2;2;2;2;2;2;2;2;25,7116620752984
0;1;13;2;1;158;43;2;1;1;1;2;2;2;4;4;4;2;3;4;4;5;4;3;5;3;3;5;5;3;4;4;4;4;4;2;2;3;1;1;2;2;3;4;2;2;1;1;2;2;1;2;1;1;2;3;3;2;1;17,224803717353
1;0;17;4;2;186;65;2;3;3;3;2;1;2;2;2;1;1;2;3;5;3;4;4;3;3;3;3;3;2;2;3;3;3;2;1;4;3;3;4;3;1;1;2;2;2;1;1;1;1;99;1;1;99;1;99;3;2;2;18,788299225344
0;1;15;3;3;160;91;4;3;4;3;5;2;5;4;5;5;5;4;3;3;4;4;4;3;4;2;4;3;2;3;4;2;3;1;4;4;5;3;4;5;4;5;4;2;2;4;4;3;4;4;4;4;4;4;4;1;4;2;35,546875
1;0;17;2;2;186;73;1;2;3;3;2;1;2;3;3;3;3;3;5;4;4;4;4;4;4;99;4;4;4;4;4;4;4;2;2;1;3;1;2;2;4;1;1;2;2;1;1;2;2;3;1;3;2;2;2;3;1;3;21,1007052838478
0;1;14;3;3;169;61;4;4;3;3;1;1;1;2;4;3;4;2;3;3;4;3;2;2;3;3;5;2;3;3;3;4;4;4;3;4;4;3;4;5;4;4;4;2;2;4;5;3;4;3;5;4;3;4;2;1;3;3;21,3577955953923
1;0;16;3;3;171;46;3;2;3;2;1;1;1;3;3;4;4;2;2;2;3;3;3;2;2;2;3;3;2;2;2;3;2;3;2;4;4;3;2;2;2;3;2;2;2;1;1;4;4;3;1;4;1;4;3;1;2;3;15,731336137615
0;1;17;3;3;162;58;4;3;5;4;5;3;5;2;4;4;3;4;3;4;4;4;3;4;4;3;4;3;3;3;3;3;3;4;4;4;5;4;4;5;4;4;4;2;2;2;4;2;2;4;2;4;1;2;3;3;3;3;22,1002895900015
0;0;18;3;3;183;65;3;2;3;3;5;2;4;3;4;4;3;3;4;4;5;5;4;4;4;4;5;5;3;4;4;3;3;2;3;3;4;3;4;2;2;2;4;2;2;1;1;2;3;1;2;3;2;3;1;1;2;2;19,4093582967542
1;0;18;4;1;180;65;4;3;3;2;4;1;3;3;3;1;3;3;4;5;5;5;4;5;5;4;5;4;4;4;4;4;4;2;1;3;3;1;2;2;1;3;2;2;2;2;1;2;2;3;1;2;1;2;2;3;3;4;20,0617283950617
0;1;17;3;1;193;73;2;3;2;1;4;1;4;2;2;2;2;3;4;99;3;99;4;4;3;5;5;4;2;2;2;2;2;3;4;3;3;4;3;4;4;3;3;2;2;1;1;2;3;4;2;2;2;4;2;1;1;1;19,5978415527934
1;0;15;3;4;156;45;5;3;3;2;1;1;1;4;4;3;4;3;4;4;4;3;3;4;4;3;3;3;3;3;3;3;3;4;3;4;5;3;5;4;3;4;4;2;2;3;2;2;2;2;3;2;3;2;3;2;2;3;18,491124260355
1;0;16;2;2;170;80;3;1;1;1;2;2;3;3;4;4;4;3;99;2;3;99;2;4;3;2;2;2;2;3;3;1;2;2;1;2;4;3;4;4;1;4;4;2;2;5;2;5;4;99;2;2;2;3;3;1;2;4;27,681660899654
1;0;18;4;2;180;110;3;3;3;2;4;2;3;4;4;4;3;4;3;2;3;3;3;3;3;3;3;2;2;2;2;2;2;4;4;3;4;4;4;4;4;4;3;2;2;4;4;5;4;4;4;4;4;4;2;1;2;2;33,9506172839506
0;1;18;3;2;149;52;3;3;3;4;5;3;5;2;3;3;3;2;4;5;4;3;4;5;5;3;5;5;3;3;3;3;3;2;2;2;2;2;2;2;2;2;3;2;2;2;3;2;3;1;2;2;2;2;4;2;3;3;23,4223683617855
1;0;17;3;3;183;66;2;2;3;3;5;3;5;1;5;1;1;4;4;4;5;5;3;5;5;5;5;5;3;3;3;3;4;1;2;2;99;1;3;3;2;2;1;2;2;1;1;1;2;1;2;1;1;3;3;2;4;4;19,7079638090119
1;1;15;4;4;167;52;4;4;4;4;4;2;4;2;2;2;2;2;4;3;3;4;3;4;3;3;3;3;2;2;2;2;2;4;3;4;4;3;2;2;2;4;2;1;2;4;4;2;3;3;4;3;1;3;3;2;3;3;18,645344042454
0;0;15;3;3;186;53;1;3;2;4;5;1;5;2;5;4;4;3;2;2;4;2;5;2;4;2;2;1;2;3;3;4;3;2;3;4;3;4;4;2;5;2;4;1;2;1;1;4;5;3;3;5;3;3;1;1;3;3;15,3196901375882
1;0;14;1;2;170;51;1;1;1;2;3;2;3;2;1;1;2;2;4;4;4;4;4;4;4;4;4;4;3;3;3;2;3;1;2;1;3;2;1;1;1;2;2;2;2;1;1;2;2;2;1;2;1;2;4;2;3;4;17,6470588235294
1;0;17;3;3;178;100;2;2;3;2;1;1;1;4;4;4;4;4;2;2;3;3;2;4;4;3;3;2;2;2;3;2;3;3;2;3;3;2;4;4;3;3;2;2;2;2;3;2;3;4;3;2;3;4;2;3;2;2;31,561671506123
1;1;15;3;2;160;42;3;2;2;2;5;2;3;3;3;3;3;2;4;4;4;4;3;4;4;3;4;4;3;3;2;3;3;1;1;2;3;2;3;1;2;2;3;2;2;3;3;2;2;2;4;2;3;3;3;2;2;3;16,40625
1;1;13;4;2;171;64;3;1;3;2;3;3;3;2;2;4;4;2;5;5;4;4;4;5;5;5;5;5;3;4;4;3;4;4;5;1;4;2;2;3;5;4;2;2;2;2;5;2;1;3;3;3;1;2;4;2;3;4;21,8870763653774
1;1;14;4;2;178;63;3;2;3;3;1;1;1;4;4;5;4;3;4;3;5;3;3;4;3;3;4;4;3;3;3;3;3;3;3;2;5;3;2;2;2;3;2;2;2;4;4;2;2;4;3;4;4;2;3;2;4;4;19,8838530488575
0;1;13;3;4;160;39;3;2;2;2;1;1;1;2;2;2;2;2;4;4;4;4;2;4;4;4;4;3;3;4;3;3;3;3;3;3;3;4;3;3;3;3;3;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;15,234375
1;1;13;3;1;146;45;4;1;3;3;3;2;5;4;4;5;5;4;2;4;3;3;99;3;3;2;4;4;2;2;2;1;2;2;5;4;3;3;2;3;3;4;2;2;2;3;2;4;4;4;1;2;3;3;3;1;2;3;21,1109026083693
0;0;18;3;2;174;60;3;2;3;2;3;3;3;4;4;3;4;4;4;4;4;4;3;5;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;1;1;3;1;3;1;2;2;2;2;2;2;2;19,8176773682124
0;0;16;3;4;175;75;2;1;1;3;1;1;1;3;4;4;4;3;4;4;5;4;4;4;4;4;4;5;3;4;4;4;4;3;2;3;3;4;3;4;2;3;4;2;2;4;4;3;2;4;3;3;3;3;3;2;2;3;24,4897959183673
1;1;14;3;2;163;61;4;4;4;5;4;2;3;3;3;3;3;3;2;3;2;3;2;3;2;2;3;3;2;2;2;2;2;3;3;4;3;3;3;3;3;3;3;2;2;3;4;3;3;3;3;4;3;3;3;1;4;4;22,9590876585494
0;0;15;4;4;183;71;3;99;3;3;5;2;3;3;3;3;3;3;4;3;3;3;3;3;2;3;4;3;3;3;3;2;3;3;3;4;4;4;4;4;3;3;4;2;2;2;2;2;99;99;2;2;2;2;1;1;2;2;21,2009913703007
1;0;13;2;2;156;39;3;2;3;2;4;2;3;4;4;4;4;5;3;4;3;4;3;4;3;3;4;3;2;3;2;3;3;4;3;3;4;3;4;3;2;3;3;2;2;4;2;3;2;3;2;4;2;3;3;2;3;3;16,025641025641
1;0;17;3;2;169;61,5;3;2;2;2;4;2;4;1;2;1;2;1;5;5;4;5;3;5;4;4;4;4;3;3;3;3;4;1;1;1;5;1;2;1;2;4;2;2;2;2;2;1;2;1;5;2;1;5;3;3;2;4;21,5328594937152
1;0;16;4;3;194;93;3;3;3;3;2;1;2;3;4;4;4;3;3;3;3;3;2;2;2;2;3;99;2;2;2;1;2;3;2;2;4;3;3;3;3;2;4;2;2;4;3;4;4;3;4;3;3;4;2;2;3;4;24,7103836752046
1;1;16;3;2;160;52;3;2;3;3;2;2;2;4;4;3;4;4;3;3;3;3;2;3;2;2;3;2;2;3;2;3;2;3;2;4;4;2;3;4;2;2;3;2;2;2;2;2;2;3;3;2;2;2;2;2;3;4;20,3125
0;0;16;3;2;175;60;2;2;2;2;4;2;2;1;2;2;2;1;4;5;4;3;3;4;4;4;4;3;3;3;3;2;4;2;2;2;3;1;2;1;4;4;4;2;2;2;2;2;4;99;2;4;99;4;2;2;2;3;19,5918367346939
1;1;16;2;3;160;44;4;2;3;4;4;2;3;3;4;3;3;4;2;3;3;2;2;3;2;3;3;2;2;2;2;2;2;4;4;5;4;4;4;3;3;4;3;2;2;2;2;3;2;3;2;3;2;3;2;2;2;4;17,1875
0;1;18;4;4;170;63;4;4;5;4;5;3;4;4;4;4;4;3;2;3;3;2;2;2;3;2;3;3;2;1;2;1;2;4;4;4;3;4;2;4;3;5;4;2;2;2;5;4;2;2;4;4;2;2;3;1;3;1;21,7993079584775
1;0;18;3;3;175;80;2;2;3;3;3;2;3;4;4;4;4;3;4;3;4;4;4;4;4;3;4;3;2;3;3;3;3;4;2;4;4;4;4;5;2;3;5;2;2;4;3;3;3;3;2;4;3;2;3;2;3;4;26,1224489795918
1;1;15;3;3;169;53;2;1;2;2;3;2;3;4;2;2;2;3;5;5;5;4;3;5;5;5;5;5;3;4;4;4;4;2;3;2;5;5;4;2;1;2;4;2;2;1;2;2;2;1;4;1;4;3;4;3;3;4;18,5567732222261
1;0;14;3;2;164;55;3;2;2;2;2;2;2;4;4;3;4;3;4;4;4;4;3;4;4;4;4;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;2;2;3;3;3;2;3;2;2;2;2;3;2;2;3;20,4491374182035
0;0;15;3;3;156;52;2;1;1;2;4;2;4;2;4;2;4;2;4;3;3;3;4;4;3;3;3;2;2;3;3;3;3;2;2;2;3;2;2;2;1;2;2;2;2;4;3;2;4;3;2;3;2;3;3;2;3;2;21,3675213675214
1;0;15;2;2;175;75;2;1;3;1;2;1;2;4;4;3;4;4;4;3;4;4;4;4;4;4;4;3;3;3;2;3;3;4;4;3;4;4;3;3;4;4;3;2;2;3;3;2;3;3;3;3;3;3;3;2;2;4;24,4897959183673
1;0;13;3;2;166;57;1;2;1;1;3;3;3;2;3;2;3;4;5;4;4;4;5;5;5;5;5;4;4;4;4;4;4;4;1;2;3;2;4;3;4;3;3;2;2;3;3;3;3;3;3;3;3;3;2;2;2;3;20,6851502395123
1;0;15;3;2;175;54;1;1;2;1;4;2;3;3;1;1;1;3;5;4;5;5;4;5;4;4;4;5;4;4;4;4;4;2;1;1;4;1;3;2;1;2;1;2;2;1;1;2;1;1;1;1;1;1;3;2;2;3;17,6326530612245
1;0;17;3;2;189;81;3;3;99;3;3;1;3;2;4;4;4;1;99;4;5;4;2;99;2;99;5;4;2;99;2;3;3;1;2;2;3;1;2;2;3;2;1;2;2;3;4;4;4;3;3;4;2;3;99;1;3;3;22,6757369614513
1;1;15;3;2;160;54;2;1;2;2;4;2;4;4;4;5;5;4;2;2;4;2;5;3;3;2;3;4;3;2;3;3;2;4;5;4;5;3;4;4;5;5;4;2;2;5;5;4;2;4;4;2;4;2;4;1;3;4;21,09375
1;1;13;3;4;160;43;4;5;3;5;5;2;4;5;5;4;4;4;3;3;3;2;5;4;2;3;3;3;2;3;3;3;3;4;4;5;5;5;4;4;3;4;5;2;2;2;4;4;2;2;4;2;4;2;4;1;2;3;16,796875
0;0;13;3;2;160;49;2;3;3;3;3;2;3;1;4;4;1;1;4;3;4;3;4;3;2;2;4;2;2;2;2;2;3;1;1;2;2;3;2;3;4;2;2;2;2;3;4;3;2;3;2;4;2;3;1;1;3;2;19,140625
0;1;13;3;2;167;67;2;1;3;1;4;2;3;3;1;3;4;2;5;4;5;5;3;4;4;99;5;4;4;4;3;3;3;1;2;99;5;3;2;1;1;4;1;2;2;3;2;2;3;1;1;2;1;2;3;2;4;2;24,023808670085
1;1;13;3;2;150;43;3;3;3;3;4;2;5;3;3;3;3;3;4;4;4;4;4;4;4;4;4;2;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;2;2;3;4;2;2;2;4;2;4;2;4;4;3;3;19,1111111111111
0;1;15;3;3;158;45;3;3;3;4;2;1;2;3;3;3;3;3;5;5;4;5;4;5;4;4;5;5;4;4;4;4;4;3;3;2;2;3;3;3;3;4;3;2;2;1;1;3;3;5;1;5;1;5;1;1;1;1;18,0259573786252
1;0;18;4;5;175;90;5;3;5;5;3;2;2;1;1;3;3;1;5;5;5;5;4;5;4;5;5;3;4;4;4;4;4;1;1;1;5;1;4;3;2;2;4;2;2;4;3;2;2;2;3;2;1;2;2;1;3;2;29,3877551020408
0;0;14;5;4;165;63;3;2;4;3;3;2;3;4;4;3;4;2;4;3;5;5;4;3;2;4;3;3;2;4;3;4;3;4;3;3;3;2;4;5;4;5;4;2;2;2;2;3;2;3;2;2;1;2;4;1;3;1;23,1404958677686
0;0;14;3;3;165;62;3;2;2;3;4;2;4;4;4;3;4;4;4;4;4;4;3;3;2;4;4;4;3;3;3;3;3;3;4;4;4;4;4;3;3;3;4;2;2;2;2;2;2;3;1;5;1;4;3;2;3;3;22,7731864095501
1;1;18;3;2;160;47;2;3;1;1;5;3;2;2;5;1;2;1;5;3;4;3;4;4;4;3;4;3;3;3;3;2;3;4;3;3;4;4;3;4;2;5;2;2;1;1;1;2;3;2;1;5;1;5;3;2;4;3;18,359375
0;1;14;3;1;169;51;5;2;5;5;4;2;5;1;4;1;3;1;2;5;5;4;3;5;5;4;5;2;2;2;2;2;2;1;5;1;4;1;3;1;4;1;1;2;2;1;1;2;2;1;1;1;3;1;2;2;2;4;17,8565176289346
1;0;15;3;4;171;55;2;1;2;3;1;1;1;3;4;3;4;3;4;99;2;4;3;99;1;99;3;1;2;99;2;3;3;2;2;3;5;4;4;2;1;4;2;2;2;2;2;3;2;3;1;2;2;4;4;2;2;3;18,8092062514962
1;1;18;3;3;180;68;2;2;3;3;3;3;3;1;2;3;3;1;3;4;3;4;3;3;4;3;4;4;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;2;2;1;1;2;2;2;2;3;2;4;3;2;2;3;20,9876543209877
1;1;13;4;4;170;70;3;4;3;3;5;4;5;5;5;4;5;2;2;3;3;4;2;2;2;4;3;3;2;3;2;3;3;4;4;2;4;2;3;3;2;4;3;2;2;3;4;3;2;4;5;4;4;4;3;1;2;2;24,2214532871972
1;1;14;4;3;162;53;3;4;2;3;5;1;3;5;4;4;5;5;5;3;3;4;5;2;4;2;3;2;3;3;2;2;2;4;4;4;5;4;3;3;3;5;2;2;2;2;4;3;4;4;2;2;2;4;2;3;3;4;20,1950922115531
0;1;13;3;2;168;55;3;1;3;3;5;3;4;3;2;3;2;4;5;5;5;5;3;5;3;5;5;4;4;4;3;4;4;2;1;1;3;4;4;3;2;1;4;2;2;1;1;1;1;2;2;2;1;2;3;3;2;3;19,4869614512472
1;1;18;3;2;159;55;2;1;2;2;5;2;5;4;4;4;4;4;4;4;5;4;3;4;5;3;4;5;3;3;3;3;3;4;4;3;4;4;3;4;3;4;4;2;2;4;5;3;3;2;3;4;2;3;3;2;3;3;21,7554685336814
1;1;14;4;3;161;55;3;3;4;4;5;2;4;4;5;5;4;5;4;3;4;3;3;4;2;2;3;5;3;2;4;4;3;2;5;5;5;4;4;3;2;5;3;2;2;3;4;3;2;5;4;3;1;2;4;2;3;4;21,2183171945527
0;1;14;4;3;172;56;3;5;3;4;5;2;5;2;4;4;4;2;2;2;3;3;3;2;4;99;2;3;2;2;2;3;3;4;4;3;4;3;4;1;2;4;1;2;2;4;4;3;4;4;4;5;3;5;2;1;4;4;18,9291508923743
0;0;17;5;3;175;65;3;1;3;3;5;2;4;1;3;4;1;99;4;4;4;5;5;5;5;5;5;99;3;4;4;3;3;2;1;4;3;1;3;4;2;2;1;2;2;1;1;1;1;1;1;1;1;3;3;4;3;4;21,2244897959184
0;1;17;4;3;169;65;3;2;3;3;4;3;3;4;4;4;4;4;3;4;4;4;4;4;4;3;4;4;3;3;3;3;3;3;4;3;4;3;2;2;2;3;4;1;1;3;2;2;3;2;3;4;2;3;3;3;4;1;22,7583067819754
1;0;17;4;2;182;62;3;1;1;3;4;2;4;1;2;4;1;1;5;4;4;5;5;5;4;5;4;5;3;4;4;4;4;2;2;4;3;4;1;2;1;1;2;2;2;1;1;1;2;1;1;3;2;1;3;2;3;4;18,7175461900737
1;1;18;3;3;170;59;3;2;2;3;5;3;5;3;4;4;3;3;5;5;4;4;4;5;4;4;5;4;3;3;3;3;3;3;3;2;3;3;4;2;3;3;2;2;2;3;2;1;3;3;4;2;3;3;3;3;2;2;20,4152249134948
0;1;15;4;4;162;65;4;2;2;3;5;2;5;4;3;4;4;4;3;3;3;3;2;3;3;2;3;4;2;2;2;3;4;4;5;4;5;2;4;4;5;4;4;2;2;3;3;4;3;2;3;3;3;3;2;2;1;3;24,7675659198293
1;1;17;3;3;168;48;4;4;3;3;5;2;5;2;5;3;2;2;5;5;5;5;5;5;4;3;5;4;3;3;3;3;4;3;2;2;5;4;4;3;2;3;4;2;2;1;1;1;1;2;1;1;1;1;2;3;3;3;17,0068027210884
